Date,Dispatched,Encounter_Type,Area_Stopped_OPD,Intelligence_Led_Factor,Reason_for_Stop,Traffic_type_Detail,Location_Vehicle_Occupant,Subject_Sex,Subject_Race,Result_of_Stop
3/6/2021,Yes,Pedestrian,Area 4,No,Community Caretaking,,,M,Afr American,Psychiatric Hold
3/12/2021,Yes,Pedestrian,Area 4,No,Probable Cause,,,M,Hispanic,Arrest
3/14/2021,Yes,Pedestrian,Area 4,No,Community Caretaking,,,M,Asian,Psychiatric Hold
3/15/2021,Yes,Pedestrian,Area 4,Yes,Probable Cause,,,M,Afr American,Arrest
3/17/2021,Yes,Pedestrian,Area 4,No,Probable Cause,,,M,Afr American,Arrest
3/23/2021,Yes,Pedestrian,Area 4,No,Community Caretaking,,,M,White,No Action
3/25/2021,Yes,Pedestrian,Area 4,No,Probable Cause,,,M,Afr American,Warning
3/28/2021,No,Vehicle,Area 4,Yes,Traffic Violation,Equipment violation,Driver,M,Hispanic,Arrest
3/28/2021,No,Vehicle,Area 4,Yes,Traffic Violation,Equipment violation,Passenger,F,Hispanic,No Action
3/30/2021,No,Other,Area 4,Yes,Reasonable Suspicion,,,M,Asian,Citation
3/31/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,M,Afr American,Warning
1/8/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Warning
2/24/2021,Yes,Pedestrian,Area 4,No,Community Caretaking,,,F,White,Psychiatric Hold
1/13/2021,No,Vehicle,Area 2,No,Traffic Violation,Moving violation,Driver,F,White,Warning
1/13/2021,No,Vehicle,Area 2,No,Traffic Violation,Moving violation,Driver,F,White,Warning
1/13/2021,No,Vehicle,Area 2,No,Traffic Violation,Moving violation,Driver,M,White,Warning
1/26/2021,Yes,Pedestrian,Area 5,No,Reasonable Suspicion,,,M,Afr American,Arrest
2/9/2021,No,Vehicle,Area 5,No,Traffic Violation,Moving violation,Driver,F,Hispanic,Citation
3/3/2021,Yes,Pedestrian,Area 5,No,Probable Cause,,,M,Afr American,Arrest
3/17/2021,No,Vehicle,Area 5,Yes,Traffic Violation,Moving violation,Driver,M,Afr American,Arrest
3/23/2021,No,Vehicle,Area 5,No,Traffic Violation,Equipment violation,Driver,F,Afr American,Citation
3/16/2021,Yes,Vehicle,Area 5,No,Probable Cause,,Driver,M,Afr American,Arrest
1/25/2021,Yes,Pedestrian,Area 4,Yes,Probable Cause,,Driver,M,Afr American,No Action
2/21/2021,Yes,Pedestrian,Area 4,No,Probable Cause,,,M,Afr American,Arrest
1/15/2021,Yes,Pedestrian,Area 1,Yes,Probable Cause,,Other,M,White,Arrest
1/8/2021,No,Vehicle,Area 5,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
2/11/2021,Yes,Pedestrian,Area 5,No,Probable Cause,,,M,Hispanic,Arrest
3/23/2021,Yes,Pedestrian,Area 5,Yes,Probable Cause,,,M,Hispanic,Warning
3/7/2021,Yes,Pedestrian,Area 5,Yes,Community Caretaking,,Other,F,Hispanic,Psychiatric Hold
3/3/2021,Yes,Pedestrian,Area 3,Yes,Community Caretaking,,,M,Other,No Action
1/8/2021,Yes,Pedestrian,Area 4,No,Reasonable Suspicion,,,M,Hispanic,Arrest
1/3/2021,Yes,Vehicle,Area 3,Yes,Probable Cause,,Driver,F,White,Arrest
3/2/2021,No,Pedestrian,Area 2,Yes,Probable Cause,,,M,White,Arrest
1/8/2021,Yes,Pedestrian,Area 2,Yes,Probable Cause,,,M,White,No Action
2/22/2021,Yes,Pedestrian,Area 3,Yes,Probable Cause,,,F,Afr American,Arrest
3/23/2021,Yes,Pedestrian,Area 4,No,Community Caretaking,,,F,Afr American,No Action
3/3/2021,Yes,Pedestrian,Area 4,No,Probable Cause,,Other,M,Hispanic,No Action
3/3/2021,Yes,Pedestrian,Area 4,No,Probable Cause,,Other,M,Afr American,No Action
2/22/2021,No,Pedestrian,Area 4,Yes,Community Caretaking,,,F,Hispanic,Other
1/8/2021,Yes,Pedestrian,Area 5,No,Probable Cause,,,M,Afr American,Warning
3/28/2021,Yes,Pedestrian,Area 4,No,Probable Cause,,,M,White,Psychiatric Hold
1/1/2021,Yes,Vehicle,Area 4,Yes,Traffic Violation,"Non-moving violation, including registration",Driver,M,Afr American,Arrest
1/14/2021,Yes,Other,Area 4,No,Community Caretaking,,,F,Afr American,Psychiatric Hold
1/16/2021,No,Vehicle,Area 4,No,Probable Cause,,Passenger,M,Hispanic,Arrest
2/5/2021,Yes,Pedestrian,Area 4,No,Reasonable Suspicion,,Other,M,Hispanic,No Action
2/5/2021,Yes,Pedestrian,Area 4,No,Reasonable Suspicion,,Other,M,Hispanic,No Action
2/12/2021,No,Pedestrian,Area 4,Yes,Probable Cause,,,M,Hispanic,Arrest
2/20/2021,No,Pedestrian,Area 4,No,Traffic Violation,"Non-moving violation, including registration",Driver,M,Hispanic,Arrest
2/24/2021,Yes,Vehicle,Area 4,Yes,Probable Cause,,Driver,M,Hispanic,Arrest
1/22/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
2/19/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Citation
1/6/2021,No,Other,Area 5,Yes,Probable Cause,,,M,Other,Warning
2/19/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Citation
2/19/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,F,Afr American,Citation
2/19/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
3/19/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,F,Other,Citation
1/22/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Citation
1/22/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Citation
1/18/2021,Yes,Pedestrian,Area 4,No,Community Caretaking,,,M,Hispanic,Psychiatric Hold
2/4/2021,Yes,Pedestrian,Area 4,No,Community Caretaking,,,M,Hispanic,Psychiatric Hold
2/21/2021,Yes,Pedestrian,Area 4,No,Community Caretaking,,,M,Afr American,Psychiatric Hold
3/12/2021,No,Vehicle,Area 5,No,Traffic Violation,Moving violation,Driver,F,White,Citation
3/12/2021,No,Vehicle,Area 5,No,Traffic Violation,Moving violation,Driver,F,Hispanic,Citation
3/12/2021,No,Vehicle,Area 5,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Citation
3/12/2021,No,Vehicle,Area 5,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Citation
3/19/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Citation
2/3/2021,Yes,Pedestrian,Area 4,No,Community Caretaking,,,F,Hispanic,Psychiatric Hold
2/11/2021,Yes,Pedestrian,Area 4,No,Probable Cause,,,M,Hispanic,Arrest
3/23/2021,Yes,Pedestrian,Area 4,Yes,Reasonable Suspicion,,,M,Hispanic,Arrest
3/2/2021,Yes,Pedestrian,Area 3,No,Reasonable Suspicion,,,M,White,Arrest
2/13/2021,No,Pedestrian,Area 5,No,Probable Cause,,,F,Afr American,Psychiatric Hold
1/1/2021,No,Vehicle,Area 3,Yes,Traffic Violation,Equipment violation,Driver,F,Hispanic,Warning
1/1/2021,No,Vehicle,Area 3,Yes,Traffic Violation,Moving violation,Passenger,M,Afr American,No Action
1/1/2021,Yes,Pedestrian,Area 4,No,Probable Cause,,,M,Asian,Arrest
1/1/2021,Yes,Pedestrian,Area 4,No,Probable Cause,,,M,Hispanic,Arrest
1/3/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
1/4/2021,No,Vehicle,Area 5,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Citation
1/4/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,F,Asian,Arrest
1/5/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,F,Afr American,Warning
1/5/2021,No,Vehicle,Area 3,Yes,Traffic Violation,Moving violation,Driver,F,Afr American,Citation
1/5/2021,Yes,Other,Area 5,No,Community Caretaking,,,F,White,No Action
1/7/2021,Yes,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Warning
1/7/2021,No,Pedestrian,Area 5,No,Probable Cause,,,M,Hispanic,Citation
1/8/2021,Yes,Pedestrian,Area 4,Yes,Reasonable Suspicion,,,M,Hispanic,Psychiatric Hold
1/9/2021,Yes,Pedestrian,Area 4,No,Probable Cause,,Other,M,Hispanic,Arrest
1/10/2021,Yes,Pedestrian,Area 5,No,Probable Cause,,,F,Afr American,Arrest
1/11/2021,No,Pedestrian,Area 5,Yes,Probable Cause,,,M,Afr American,Citation
1/12/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,M,White,Citation
1/12/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
1/12/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,M,Asian,Citation
1/12/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Citation
1/12/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,F,White,Citation
1/12/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,F,Afr American,Citation
1/12/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Citation
1/12/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
1/12/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Warning
1/12/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
1/12/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Citation
1/12/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,M,Other,Citation
1/12/2021,Yes,Pedestrian,Area 4,Yes,Probable Cause,,,M,Afr American,Arrest
1/13/2021,Yes,Pedestrian,Area 5,Yes,Probable Cause,,,M,Other,Arrest
1/13/2021,Yes,Pedestrian,Area 5,No,Community Caretaking,,,F,Asian,Psychiatric Hold
1/13/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
1/13/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Citation
1/13/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Citation
1/13/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
1/13/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
1/13/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,M,White,Citation
1/13/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Citation
1/13/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,M,White,Citation
1/13/2021,Yes,Vehicle,Area 4,No,Reasonable Suspicion,,Driver,M,Afr American,No Action
1/14/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Citation
1/14/2021,No,Vehicle,Area 5,Yes,Traffic Violation,Moving violation,Driver,F,Afr American,Citation
1/15/2021,Yes,Pedestrian,Area 3,No,Probable Cause,,,M,White,Arrest
1/15/2021,No,Vehicle,Area 3,No,Probable Cause,,Driver,M,Hispanic,Arrest
1/15/2021,Yes,Pedestrian,Area 3,Yes,Probable Cause,,,M,Afr American,Warning
1/17/2021,Yes,Pedestrian,Area 5,No,Community Caretaking,,,F,Afr American,Psychiatric Hold
1/18/2021,No,Pedestrian,Area 3,Yes,Probable Cause,,Unknown,M,Afr American,Arrest
1/18/2021,No,Pedestrian,Area 3,Yes,Reasonable Suspicion,,Unknown,M,Afr American,No Action
1/18/2021,Yes,Pedestrian,Area 4,No,Reasonable Suspicion,,,M,Afr American,No Action
1/18/2021,Yes,Pedestrian,Area 4,No,Reasonable Suspicion,,,M,Afr American,No Action
1/18/2021,Yes,Pedestrian,Area 4,No,Probable Cause,,,M,Afr American,No Action
1/19/2021,No,Vehicle,Area 4,Yes,Probable Cause,,Passenger,U,Afr American,No Action
1/20/2021,No,Vehicle,Area 5,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Warning
1/21/2021,No,Pedestrian,Area 3,Yes,Probable Cause,,Other,F,Afr American,Arrest
1/21/2021,No,Pedestrian,Area 3,Yes,Probable Cause,,Other,F,Afr American,Arrest
1/21/2021,Yes,Pedestrian,Area 4,No,Probable Cause,,,M,Hispanic,Arrest
1/21/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Citation
1/21/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Citation
1/21/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Citation
1/21/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,F,Afr American,Citation
1/21/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
1/21/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,F,White,Citation
1/21/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,F,Afr American,Citation
1/21/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,F,Hispanic,Citation
1/21/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Citation
1/21/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
1/21/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Citation
1/21/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,F,Hispanic,Citation
1/21/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,M,Other,Citation
1/21/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Citation
1/21/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Citation
1/21/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Citation
1/21/2021,No,Pedestrian,Area 3,Yes,Probable Cause,,,F,Other,Arrest
1/22/2021,No,Vehicle,Area 3,Yes,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
1/22/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
1/22/2021,No,Vehicle,Area 3,No,Traffic Violation,"Non-moving violation, including registration",Driver,M,Afr American,Citation
1/22/2021,No,Vehicle,Area 3,No,Traffic Violation,"Non-moving violation, including registration",Driver,M,Hispanic,Warning
1/22/2021,No,Vehicle,Area 3,No,Traffic Violation,"Non-moving violation, including registration",Driver,M,Hispanic,Citation
1/22/2021,No,Vehicle,Area 3,No,Traffic Violation,"Non-moving violation, including registration",Driver,F,Afr American,Citation
1/22/2021,No,Vehicle,Area 3,No,Traffic Violation,"Non-moving violation, including registration",Driver,M,Afr American,Warning
1/22/2021,No,Vehicle,Area 3,No,Traffic Violation,"Non-moving violation, including registration",Driver,F,Afr American,Citation
1/22/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Citation
1/22/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,M,Afr American,Warning
1/22/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,M,White,Citation
1/22/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Citation
1/22/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Citation
1/22/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Citation
1/22/2021,No,Vehicle,Area 3,No,Traffic Violation,"Non-moving violation, including registration",Driver,F,Hispanic,Citation
1/22/2021,No,Pedestrian,Area 3,No,Traffic Violation,"Non-moving violation, including registration",Driver,M,Afr American,Citation
1/22/2021,No,Vehicle,Area 3,No,Traffic Violation,Equipment violation,Driver,M,Hispanic,Warning
1/23/2021,No,Vehicle,Area 3,Yes,Consensual Encounter & Search,,Other,M,Afr American,Arrest
1/23/2021,Yes,Pedestrian,Area 4,No,Probable Cause,,,F,Afr American,No Action
1/23/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,F,Afr American,Citation
1/23/2021,Yes,Pedestrian,Area 4,No,Probable Cause,,,M,Afr American,Arrest
1/28/2021,Yes,Pedestrian,Area 5,No,Probable Cause,,,M,Afr American,Arrest
1/28/2021,Yes,Pedestrian,Area 3,No,Community Caretaking,,,F,Hispanic,Psychiatric Hold
1/28/2021,Yes,Pedestrian,Area 5,No,Probable Cause,,,M,Asian,Arrest
1/28/2021,No,Vehicle,Area 5,No,Probable Cause,,Driver,F,White,No Action
1/29/2021,No,Vehicle,Area 5,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Citation
1/29/2021,No,Vehicle,Area 5,No,Traffic Violation,Moving violation,Driver,F,Afr American,Citation
1/30/2021,Yes,Pedestrian,Area 5,Yes,Probable Cause,,,M,Afr American,Arrest
1/30/2021,Yes,Pedestrian,Area 4,No,Probable Cause,,,M,Afr American,Arrest
1/31/2021,Yes,Pedestrian,Area 4,No,Community Caretaking,,Passenger,M,White,No Action
1/31/2021,No,Vehicle,Area 3,Yes,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
2/1/2021,No,Pedestrian,Area 5,Yes,Probable Cause,,,F,Afr American,Arrest
2/2/2021,Yes,Vehicle,Area 4,Yes,Reasonable Suspicion,,Passenger,M,Other,Arrest
2/2/2021,Yes,Vehicle,Area 4,Yes,Reasonable Suspicion,,Passenger,M,Other,Arrest
2/2/2021,Yes,Vehicle,Area 4,Yes,Reasonable Suspicion,,Passenger,M,Afr American,Arrest
2/2/2021,Yes,Vehicle,Area 4,Yes,Reasonable Suspicion,,Passenger,M,Afr American,No Action
2/2/2021,No,Vehicle,Area 4,Yes,Probable Cause,,Driver,M,Hispanic,Arrest
2/3/2021,Yes,Pedestrian,Area 3,Yes,Community Caretaking,,,F,Afr American,Psychiatric Hold
2/3/2021,Yes,Pedestrian,Area 4,No,Reasonable Suspicion,,Driver,M,Afr American,No Action
2/3/2021,No,Pedestrian,Area 5,Yes,Reasonable Suspicion,,,M,Afr American,Warning
2/4/2021,Yes,Pedestrian,Area 4,No,Probable Cause,,,M,Afr American,Arrest
2/4/2021,Yes,Pedestrian,Area 4,Yes,Community Caretaking,,,M,Afr American,Psychiatric Hold
2/4/2021,No,Pedestrian,Area 4,Yes,Probable Cause,,,M,Afr American,Arrest
2/5/2021,No,Vehicle,Area 5,Yes,Probable Cause,,Driver,M,Afr American,Arrest
2/5/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
2/6/2021,Yes,Pedestrian,Area 4,No,Reasonable Suspicion,,,M,Hispanic,Arrest
2/7/2021,Yes,Pedestrian,Area 3,Yes,Probable Cause,,,M,Hispanic,Warning
2/8/2021,Yes,Pedestrian,Area 5,No,Community Caretaking,,,F,Afr American,Psychiatric Hold
2/9/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Citation
2/9/2021,No,Vehicle,Area 3,No,Probable Cause,,Passenger,F,Hispanic,Warning
2/9/2021,No,Vehicle,Area 5,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
2/9/2021,No,Vehicle,Area 5,No,Traffic Violation,Moving violation,Driver,M,White,Citation
2/9/2021,No,Vehicle,Area 5,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
2/9/2021,No,Vehicle,Area 5,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
2/9/2021,No,Pedestrian,Area 4,No,Probable Cause,,Other,M,Afr American,Psychiatric Hold
2/9/2021,No,Vehicle,Area 3,Yes,Traffic Violation,Equipment violation,Driver,M,Afr American,Warning
2/10/2021,Yes,Vehicle,Area 3,Yes,Traffic Violation,Moving violation,Driver,M,White,Citation
2/10/2021,No,Vehicle,Area 4,Yes,Traffic Violation,Equipment violation,Driver,F,Hispanic,Citation
2/10/2021,Yes,Pedestrian,Area 5,Yes,Probable Cause,,,M,White,Arrest
2/11/2021,Yes,Pedestrian,Area 4,No,Probable Cause,,,M,Afr American,Psychiatric Hold
2/12/2021,No,Pedestrian,Area 5,Yes,Probable Cause,,,F,Afr American,Arrest
2/12/2021,No,Vehicle,Area 5,Yes,Traffic Violation,Moving violation,Passenger,M,Other,Citation
2/12/2021,No,Vehicle,Area 5,Yes,Traffic Violation,Moving violation,Driver,M,Hispanic,No Action
2/13/2021,No,Pedestrian,Area 5,No,Community Caretaking,,,F,Afr American,No Action
2/13/2021,Yes,Pedestrian,Area 4,Yes,Reasonable Suspicion,,,M,Afr American,No Action
2/13/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Warning
2/14/2021,Yes,Pedestrian,Area 4,No,Reasonable Suspicion,,,M,Hispanic,No Action
2/16/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Citation
2/17/2021,Yes,Other,Area 5,Yes,Probable Cause,,Passenger,F,Afr American,No Action
2/18/2021,No,Vehicle,Area 4,Yes,Probable Cause,,Driver,M,Hispanic,Arrest
2/19/2021,Yes,Vehicle,Area 4,No,Probable Cause,,Passenger,F,Afr American,Arrest
2/19/2021,Yes,Vehicle,Area 4,No,Probable Cause,,Driver,M,Hispanic,Arrest
2/19/2021,No,Vehicle,Area 5,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
2/19/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
2/19/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Citation
2/19/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,F,Hispanic,Citation
2/19/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Arrest
2/19/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Citation
2/19/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Citation
2/19/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
2/19/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Citation
2/19/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,F,Hispanic,Citation
2/19/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
2/20/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Citation
2/20/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,M,Other,Citation
2/20/2021,Yes,Pedestrian,Area 3,Yes,Probable Cause,,,M,Hispanic,Arrest
2/20/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
2/20/2021,Yes,Pedestrian,Area 4,No,Community Caretaking,,,M,Afr American,Arrest
2/20/2021,No,Vehicle,Area 5,No,Traffic Violation,Moving violation,Driver,F,Hispanic,Warning
2/20/2021,No,Vehicle,Area 5,No,Traffic Violation,Moving violation,Driver,M,Afr American,Warning
2/20/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
2/21/2021,No,Vehicle,Area 4,Yes,Reasonable Suspicion,,Driver,M,Hispanic,Citation
2/21/2021,No,Vehicle,Area 4,Yes,Reasonable Suspicion,,Passenger,M,Hispanic,Citation
2/22/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,F,Hispanic,Citation
2/22/2021,Yes,Pedestrian,Area 5,Yes,Probable Cause,,,M,Afr American,Arrest
2/23/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Citation
2/23/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
2/23/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Citation
2/23/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,F,Hispanic,Citation
